Question;Response;Author ID;Predicted Category
You talked about translating hiccups into an opportunity. How do you deal with challenges?;"It’s really important to realise that hiccups are a natural part of doing research. And that’s why I think that ability to deal with hiccups is so important. Research and discovery is about exploring our frontier of knowledge, where we don’t know, we don’t have everything worked out. It’s not neat and tidy.
I think it’s just an acceptance that things are hard and messy, things are complex. Your job as a scientist is to figure them out. You have to relish in the mess. It’s almost like the process of putting things together. Or if we come back to the puzzle analogy – you’re trying to figure out which goes with which, so some of them aren’t going to work and if you can view that as progress.
I think it’s just a viewpoint. I’ve now come to understand that’s something I take for granted, it isn’t necessarily how the world views things. I think it’s really interesting when things don’t work because that’s the path to discovery. Scientifically when you discover things that are inconsistent with how our current paradigm tells us things should look, it’s like, ‘Oh, well, this is interesting! There’s something more to be discovered here.’ In a sense, you could say that’s a failure of the theory, but it’s actually a huge opportunity for discovery and understanding. So if you really embrace that, if things don’t work, there’s something that can be learned.";14;Creativity
Is there a particular piece of advice that you would give to a young scientist?;"These days, one of the things I like to talk about with young scientists in my group, or anywhere is the idea that you want to take stock every few years of three things:
One is what is it that you love to do, what gives you pleasure? What do you find intriguing?
Two is what is it that you want to explore? It’s important to keep exploring because you don’t know what you’re going to enjoy until you try it. I’ll come back to an example of that for me, which really taught me that lesson.
And then the last thing is, how do you give back, how do you open up that opportunity for others to figure out what they enjoy? You’ve benefited from mentors. So how can you give back?
So those three things I think are useful to continually take stock of, because as you evolve the answer to the first thing isn’t going to stay the same. It’s just going to keep changing. So check in with yourself every once in a while.
The example that I like to share about trying things that you don’t know, or you might be afraid of, for me was public speaking. Given that I do so much of it now, I was terrified of public speaking, so much so that where I chose to go to graduate school was based on whether or not I had to teach, When I got to graduate school, I gave my first research talk and I shook from my head to my toe. I was so nervous. And my PhD advisor, Gerry Neugebauer said, you have to teach, you’ve got to get over this. So I ended up teaching and I discovered that I really enjoyed it. I quickly decided that I really wanted to teach the intro physics classes because there were very few women. So I took something that I liked, which is trying to expand or encourage young girls along for the ride. And it was just a great experience. I think I discovered my interest and passion for teaching as well as research.";14;Advice for young scientists
Is there any advice that you would give to young female scientists? What do you think we should do to encourage more women to do science and increase diversity in general?;"Well there’s two parts of that question, I think, which is how do you succeed? I think there’s some general advice, no matter who you are, which is the importance of community, having people that you can turn to to support you through all the bumps and wiggles that whatever path you’re on presents. That’s your support system. It’s your network, your professional family that no matter who you are you really need. I think the challenge when you’re a minority, no matter what your minority is, is making sure that that’s in place. There’s just less people to choose from that look like you, although, it’s true, that you can get support from people who don’t look like you. It’s just that you need a support system.
The other part of your question, is encouraging diversity. I think we learn so much when we bring different points of view to the table, I think that’s a really important part of the conversation. I personally think that the people with the biggest passions for doing the work are going to do the best work. So I think in some sense, the challenge, or the opportunity is, to feed that desire – that desire to succeed or the quest to want to know. To not suppress it, or inhibit those who have that desire to understand. As kids we’re all so curious, that’s just the way we learn about the world. I think for us really the challenge is to encourage that no matter who you are or what you look like.";14;Diversity in Science
You’re obviously very passionate about science and physics, but what do you like to do outside of work?;"I think it’s really important to have other things for many reasons – one it’s just healthy and two, sometimes you just need to look away from your problem, in order to sort it out, in some sense to give your brain a break or relax and see something from a different perspective.
I’ve always enjoyed doing something athletic. So today I love swimming but even that has been an interesting evolution. I started in high school as a runner and as a field hockey player. I went to college and I joined the cross country team, so I got into marathon running. Then I decided at the end I wanted to do a triathlon, but my swimming was really weak. So I joined the MIT swim team in my senior year for a bit. As a graduate student, I got into masters swimming and I’ve done masters swimming ever since.
For me, swimming or just being active has two really important components. One is that physically it’s really important to stay healthy. Often times I have to say the problems I have at work get sorted out in my head in the pool – it used to be running now it’s swimming. And then in terms of this idea of having a network of people, I love the masters swim team, it brings together people from all communities. So I have the social network, or place, also where I’m not a minority. At work there aren’t that many women, but it’s really nice to be part of a community where you don’t stand out. It also just gives you sort of fortitude, that’s really important.
I should say my other thing I do a lot of outside of work is I have two kids, so I take care of them. I mean they’re much older now, but being a mom has been a great addition to life. I’m really glad I got that opportunity. I think I’ve learned a lot from being a mom.";14;Free time
What do you like best about being a scientist?;"Gosh so many things. Maybe the best thing is I have a job I love. That’s the ultimate privilege in life, to love what you do. I feel very fortunate.
That’s not quite what you asked though. About being a scientist: I think it is being able to pursue questions that you define for yourself. Sometimes there’s a lot of freedom – no one’s telling you what to do. You’ve got to figure it out yourself, but that’s an amazing opportunity in life.";14;Motivation
What did you want to be when you were younger?;"James Peebles: Until I reached university, I was rather directionless. Never a rebel but rather a dreamer. I didn’t pay too much attention to classes, I am sure I annoyed my teachers, or to what I would want to do after I graduated from high school. So, I didn’t have a direction until I reached the University of Manitoba. There I learned that I love physics. I’m sure there were signs before I reached the university that I loved physics, for example I do remember as a youth I would read anything that was before me, the cereal boxes. I read in one of my older sister’s schoolbooks how compound pendulum works, and I still remember thinking how wonderful that is, and it was a hint, and I liked to build models. Because I liked to build models, I entered the university in engineering. I enjoyed it. I guess I could have made my ways through life as a mediocre engineer, but to my eternal gratitude of friend who I can name, Dale Loveridge, since I complained to him that we were running out of physics courses to take in engineering: “Why don’t you transfer to physics?”
Perhaps you know the phrase a “Duh” moment? Well, that was a “Duh” moment. Why didn’t I think of that? So, I entered physics and loved it from the start. I owe a lot to the faculty and I owe a lot to the students too. You know, students learn a lot from fellow students, we don’t give that enough attention, I think. Nothing I like better than to see students arguing over how to work a problem. Also, my fellow students introduced me to Allison. So I was married and off to Princeton university as graduate student. The faculty member who told me I would go to graduate school in physics to Princeton, Ken Standing, died just a year or so ago. It was a great pleasure to meet him prior to that. He had his own distinguished career in the structures of large biological molecules, biochemical molecules, I am not sure the phrase. Anyway, I love physics, it’s just grabs me and still does.";15;Family/Home Environment (Supports)
What do you enjoy about physics?;James Peebles: One way to put it, I think, is that event with the compound pulley. A compound pulley is that the one in the same time rather subtle, but yet explicit within the framework of the game. Similarly, physics is layer upon layer of concepts such as a compound pulley. Each compound, complex, what am I trying to say? Each element of physics is, when looked at from afar, a compound pulley. It’s a simple concept, well defined and subtle but yet direct straightforward in many ways. And physics is just a hierarchy of such things. I find that neat. I suppose I am also satisfied by the fact that in physics you get to settle arguments, because you can do experiments and you can find out whether or not this concept make sense. It’s also relative to say, oh, biology much simpler and I do treasure that simplicity. Again, my impression of a biologist is someone who’s waiting through depths and complications, it’s just so subtle. Whereas in basic physics, which is the kind I enjoy, you can actually start from the fundamentals and work your way up, layer upon layer of compound pulleys. You can’t do that with biophysics because it is just too, too complicated. I guess I could have made my way through life as a biophysicist too, but I wouldn’t has been as happy.;15;Motivation
Was there a particular person that influenced you?;James Peebles: Yes, I can mention two. I have already mentioned one, Ken Standing, at the University of Manitoba. You know I reflect back, and I don’t remember him ever saying: “I suggest you go to the University of Manitoba, Princeton for graduate study”. He was rather: “You will of course go to Princeton”. It set my life. If I hadn’t gone to Princeton I wouldn’t have met my second and really top adviser, professor Robert Henry Dicke, Bob to everyone, who was an inspiration when I arrived. He has doing gravity physics which of course lead to cosmology. He has just the sort of skills that I really take a delight in. He understands physics very well, but he understands also how to apply it and to be very, very much a person who likes the combination of theory and practice which totally grabbed me and still does. Bob Dicke I have called for many years my professor of continuing education. He’s alas no longer with us but through the years he taught me so much. Not only about physics, but also, don’t be messy with your physics. The one time he would get hostile was when you were sloppy in your thinking. And that certain cured me of being sloppy.;15;Mentors (Role models)
Can you tell us how you discovered you’d been awarded the Nobel Prize?;James Peebles: Do you know that in the US, perhaps around the world, there are sites in which you can place money, wagers, on events, such as who will get the Nobel Prize and it turns out that these sites have a pretty good record. You understand that the more money placed on a candidate for the Nobel Prize, the lower the pay-off. So, my university and I think many others, keep track of the odds on faculty members and so, for the last two years I have had an enigmatic message from our department of public relations: “If you need help with publicity we will come to your aid”. No explanation, no mention of Nobel, but at this time of year you wonder, so I was slightly prepared, and you know, to be honest, I think it was a good choice. I’ve been riding this wave my entire career, so, that was great. They called at a definite hour here in Sweden, which may be a very different hour at the Laureate’s home. So, five o’clock, the call, and you know at that hour either it’s something really bad or something really good, so, I was somewhat prepared when I picked up the telephone. Allison’s … my first words were: “Oh God!”. The university was prepared, and they had laid on elaborate celebrations through the day. Totally exhausting. But still, utterly rewarding.;15;Impact of Nobel prize on you
Do you have any advice for young scientists?;James Peebles: There is one piece of advice that I keep advising, keep offering: “Don’t judge your career by the number of prizes and awards. I have so many. It’s wonderful and the Nobel Prize is absolutely spectacularly wonderful, but to get such a prize requires not only dedication and creativity, it requires eventualities. The cards must line up just so, in order to make it appropriate for a prize-winning committee to recommend you, don’t count on those eventualities. Judge your career by how well you did at it. And of course, don’t be sloppy.;15;Advice for young scientists
Do you have any advice for young people entering science?;James Peebles: My advice, my central advice to a young person considering entering science of any sort, say in natural science: look around, discover what really interests you. It may not be the first thing that you notice, you may find something mildly interesting, but if you look a little harder, you’ll find something even better. Don’t jump into a particular line of research until you have looked around quite carefully and discover that which really fascinates you. If you are fascinated, you’ll do well.;15;Advice for young researchers
Why do you like teaching?;"James Peebles: You understand that teaching, the students learn from a good teacher and the teacher learns from the students. Also, you know, there is the comment of Samuel Johnson, “Nothing quite concentrates the mind like a prospect of being hanged” and that quite a serious, but the prospect of having a student ask a question that you haven’t anticipated, is something that makes me very uneasy. So, of course, when I teach, I prepare, and I try to think of all of those odd little side issues that I never perhaps thought through. They happen and I learn from that. Also, of course, it’s so lovely to see young people who are interested in something, so interested so they sit here and take notes from what I say. And, of course, I emphasize time and again, they are learning from each other. Nothing I love more than to see a group of students arguing over how to work a problem, so that’s rewarding. And because I love physics, you are not surprised to learn I enjoy talking about it and so, yes, I have taught both students who are advanced in physics, who are deeply interested in physics and those who take the course as a requirement.
The last is a far by far the most difficult. How do you persuade these people that physics is not simply a hurdle to pass so they can get on to do something they really want to do, perhaps medicine? How do you convince them that this is a fascinating subject? In part, you know, I think we have to be fatalistic about that, some people are charmed by compound pulley and some are not. Perhaps you don’t particularly care about compound pulleys, but they are neat, and perhaps not neat for you, but some for they are. So, I guess I do have the seat-of-the-pants feeling, feeling that different people are suited for very different activities, that’s obvious isn’t it, must be. So, my test might be, offer them a compound pulley, do you think that is neat or would you rather that I would stop talking about it. So, most of the time I have taught people who think compound pulley is neat even though they’ve never considered that before. By far, as I say, the most difficult is teaching those who’s not so sure compound pulleys are neat. The most depressing question is: “Is this going to be on the exam?”";15;Mentors (Role models)
What are the most important qualities for being a teacher?;James Peebles: The most important quality of being a teacher, I think, surely is the enthusiasm for what you are trying to teach. And perhaps it’s equally important, you should pay attention to the students. That seems pretty obvious, but I suppose if you are a teacher who don’t enjoy your job, then I think it would be good of you to find another line of work. If you enjoy your job it means you are just love transforming, transmitting information to the student. And you will notice the student either understanding what you’re saying or not and if the latter you’re going to try hard to get the student’s attention. That was when we used to have an hour and a half long lectures, to stop half way in between was a good way, not only to get them awake, because it’s rather hard to sit for an hour and a half, but also I found, there are students who have questions but they don’t want to ask them, because they don’t want to be the subject of attention and the breaks were a wonderful way for a student who was diffident to approach me. I don’t know how to encourage these people to speak up, no one is going to bite them, some people are just like that. The break was always a good way, not only to refresh all of the students but also to give the diffident ones to get a chance to talk to me.;15;Mentors (Role models)
What do you enjoy doing in your free time?;James Peebles: As I have reached the golden years, I find that I enjoy physics, so I don’t often take much time off. I love going into the laboratory and writing and calculating or reading. I used to enjoy gardening quite a lot. In recent years physical effort is becoming more difficult. The fact that the market gardens have tomatoes in immense abundance when I have my pitiful few tomatoes, I stopped gardening. However, I spent the last two years full time on a book on how we got from where we were in the past to now in cosmology. The book is now done. It will be out next spring. I have still some deep jobs to do in checking proofs, but that labour is pretty much over and I think I will not get myself involved in another project that is quite that intense and that maybe I will start gardening again. I think maybe flowers rather than vegetables.;15;Free time
Where do you do your best thinking?;James Peebles: I’m deeply fortunate that we live just one mile from my office. It’s a mile through almost entirely quiet residential streets, so walking to and from the lab is to me refreshing and a chance to let my mind wander. I’ve always, when walking, paid very little attention to where I put my feet and so the mind can wander in totally random, irrelevant silly directions, but sometimes it will land on a little point: “Why didn’t I think of this?”, rather a “Duh”-trip moment. Though it’s interesting, I discovered a few years ago that I was tripping and, you know, a face-plant when you fall, it happened to me three times in one year. No injuries at any time but it’s such a chock to suddenly find yourself prone. So, I’ve started looking where I put my feet to the detriment of my thinking. Which should I do? I think I will continue to watch where I put my feet, I will put a little more attention to that, but I also will continue to enjoy walking and letting my mind wander. I hate running. I can’t imagine operating a treadmill or pumping weights, that’s sounds so dull. But to me a walk in the woods or in the city is pleasant – always is.;15;Environment
What do we still have to discover?;James Peebles: In our field we are leaving to the future generations a lot of interesting research problems. It is rather difficult to convince non-scientists of the fact that we at the same time have a reliable science, well-established and yet there are simple questions they can ask of you that you can’t answer. It’s particularly notable in cosmology when you consider that we postulate this dark matter, we postulate this cosmological constant or dark energy. They surely have deep physical meaning, that we do not understand, what a glorious opportunity, explain this. It is as I say, a subtle business to explain that we have both great open problems and yet a securely established physics. The point is, of course, all of our physics are approximations, we have no complete theory in any branch of physics or in any other natural science. We instead have approximations that are good or more or less well-established depending on the evidence. We have so much evidence for cosmology that I think it is almost a dead cert that the dark matter’s there. We know that its properties must be in a defined range, but that range is pretty broad. We’re sure that there must be there and the great triumph would be to identify it. Lots of experiments are going on attempting to do that, watch your local newspaper, for announcements.;15;Creativity
What did you want to be when you were younger?;Michel Mayor: When I was a child, I was in fact interested in science from the age of 10 years. Not specifically astronomy, but science. I was really a fan of quite different subjects: geophysics, plants and so on. When I was obliged to start a choice at university, it was for me very difficult to choose between mathematics and physics, so for the first year I chose both. After that I had to choose one and I chose to study theoretical physics. When I finished in 1966, it was quite easy to get a position as a PhD student because every laboratory was increasing, recruiting young people and so on. It was a little bit by chance that I choose astrophysics because on the same day, you have several opportunities, in statistics and mechanics, rather different domains. I said, “Okay, astrophysics, I will go and see if it is interesting”. I chose to continue and do my PhD in the domain of theoretical astrophysics. It was related to the problem of spiral waves and spiral galaxies. You are looking at a nice picture of a galaxy, you have sometimes two big arms. I did my PhD in this domain, absolutely nothing related to planets or velocities. This arrived only later.;16;Family/Home Environment (Supports)
Was there a particular moment that sparked your interest in science?;"Michel Mayor: I’m not sure to have a specific moment where I started to say I will do my full life in the domain of science. I believe it was the responsibility of a very good teacher. At some moment between 12 and 16 I had a fantastic teacher in science who was doing experiments, extremely stimulating. It was not a moment, but the contact with this man having really stimulated the interest of myself but also all the younger colleagues. At some moment, he tried to show us some chemical reaction with chlorine. It’s a very dangerous gas and probably today it would be completely forbidden to do this kind of experiment. He said, “Oh, it’s a little bit dangerous, so I suggest you go outside in the back yard to do the experiment outside to not smell the chlorine”. He did a fascinating experiment, putting some copper inside this gas to show that it started to burn, and things like this. We also did quite a lot outside visits to the forest to see flowers and observe them. This was the important moment.
Maybe I can suggest another aspect of this relatively old professor. During his lifetime as an elementary school teacher, he continued to do his own research at home. He was studying nematodes, this nasty worm you can have inside your body. He was a renowned man in this field. For us, it was very impressive to this teacher having at home continuing research, receiving dirty water from any place in the world to identify new species of nematodes. Eventually I did not choose to study nematodes, but extrasolar planets.";16;Motivation
What do you enjoy about science?;Michel Mayor: I believe science is one very fabulous way to satisfy your curiosity. I still have the same curiosity today when I’m reading some journal, equivalent to the Scientific American or general /- – -/. It’s so fascinating to see such the huge diversity of the work going on in the fundament of science, geophysics, archeology, medicine and so on. For me, it’s better than any fiction. I’m still continuing to have the same interest for the kind of research done by colleagues, and here it’s a good opportunity to meet people working in different domains. I love this.;16;Motivation
What are the traits needed to be a scientist?;Michel Mayor: Curiosity is the most important point to be a scientist. If a student is good enough in all the basic tools of science, mathematics, physics and so on, and love to study natural problems, to see what kind of very unusual phenomena exist in the nature. “Why is this like this?” Sometimes you are looking at the sky and you have some clouds and you see some bright spots apart from the sun. “Why is it like this?” If he has this kind of mind, he could do science.;16;Competencies
Do you enjoy teaching and mentoring?;"Michel Mayor: I was appointed as a professor at the university during more than 20 years, so I believe I enjoyed it. I had to do some mandatory courses in astrophysics, but in addition to this, I had the choice to teach some different topics as the master degree, so you can choose. I would like to learn a little bit more in this domain, so you work to prepare the course and I liked to do that.
I’m very proud that I had I believe 18 PhD students in my life and I still have very good relationships with all of them. I was very proud that during many, many years, all of them got positions in science and continued to work in science. This was part of the pleasure of the Nobel Prize announcement. A few days ago, we had a special celebration at the observatory in Geneva. Some of my PhD students went from Chile, from South America, from Brazil, from the south of Italy to participate in this celebration. So, I believe, it’s good friends.";16;Motivation
What do you look for in a PhD student?;Michel Mayor: I don’t know how we have to select people because it’s not always because they are absolutely extremely good at the university that they will be the best. I believe it’s how to select. Sometimes you believe that they will be extremely good and some are not so good, and sometimes you have someone who’s absolutely fantastic, asking good questions and so on. We don’t have a checklist to select people after, we have to try and see.;16;Competencies
Can you tell us about your relationship with co-laureate Didier Queloz?;Michel Mayor: Didier was one of my undergraduate students first. After that he did his master thesis with me in the domain related to spectroscopy and things like this. Thereafter it was time for his PhD he chose to continue with me as a supervisor. It was just the beginning of a collaboration with some French colleagues to build a new instrument. It was a good opportunity so I asked him if he would like to collaborate with this development. It was the start of this long-term collaboration with him. He developed part of the software to analyze the signal we received. After the success at the end of a few years, before his PhD, there was the discovery of the first planet, and for him at least, it was a start in this domain, it’s evident. We have continued to work together for several years and still today we have some collaboration, part of the time in Cambridge, but also part of the time in Geneva we continued to collaborate.;16;Creativity
How important is it to be open to new ideas and unexpected findings?;Michel Mayor: In principle, this is one of the most important points of science, to be prepared for the unexpected. If you are not, only working on what you almost know before, it is not a way to make progress. You must always be prepared for the unexpected. In the beginning the program was to search for a low mass companion to solar-type stars. It was mentioned brown dwarfs and extrasolar planets. Brown dwarfs are a very small stellar companions, having a mass too small to ignite and to start a nuclear reaction. But at the time, nobody knew what could be the period for this set of objects, so in some sense, it was a chance for us because we had adapted a rhythm of measurement to either kind of period. Then it was a chance because we discovered an object with the period of only four days. If we had started only from the theory, the period of a planet would be more like 10 years. We would have done quite sparse sampling of measurements. The fact that we had open eyes created a chance for us.;16;Creativity
How do you deal with doubts in science?;"Michel Mayor: Part of this doubt is a normal discussion in science. When you have new facts, I believe you have to be sure to analyze if it’s really strong. You have to remember that the first planet is a giant planet, like Jupiter, but with an orbital period of only 4.2 days. The theory at that time said that we cannot have a giant planet with a period shorter than ten years, because you need to agglomerate an ice particle and an ice particle does not exist close to a star. So it was a discovery by factor 1,000 with a theory. I believe it’s evident a normal discussion in science when you have a so big discrepancy with the theory, to be a little bit cautious.
This period for me was not so stressful, it’s not true. I believe it was superior to say, “What could be the other explanation? Is it a rotating star with magnetic activity? Is it a pulsation? For me it was only part of the normal discussion in science. You have something you need to understand, what could it be? Then after we had decided to postpone the announcement by one year, to wait to the next season, to repeat the measurement, to check if everything was still there – the same period, the same amplitude, the same phase and so on. It was only the first week of July, the only hypothesis to explain this is a companion, a low mass companion, plant three domain. So, we started to write the paper.";16;Creativity
How did you discover you had been awarded the Nobel Prize?;Michel Mayor: I knew that many years ago I had been nominated for the Nobel Prize. But you know, I was not the only one. Several other people were also nominated, so I wasn’t surprised to not receive anything. I decided with my family that we didn’t mind all this, so we took vacation in October. We were taking professional commitment and things like this. This was the reason why we were in Spain and I was absolutely not looking or waiting for that. Then just before the announcement by professor Hansson we were leaving San Sebastián for the airport and I connected my computer. Suddenly I saw the beginning of the press conference at the academy and the first word was something like, “This this year, the prize will be given to three people having contributed to a better knowledge of the cosmos.” I said, “Oh, interesting domain”, and then after I heard the three names and then it was time to leave for the airport and then we tried to have a connection with the Nobel Foundation.;16;Impact of Nobel prize on you
How has your family supported you personally or professionally?;Michel Mayor: The life of an astronomer, going frequently to observe in many places in Europe and in addition to scientific conferences, it will be many months away from the family. Certainly when you have small children all of the burden of this situation was on the shoulders of my wife. From time to time we have been lucky enough to have the possibility to move all the family in south of France or later on in Chile. But nevertheless I had the huge support of my wife and three children working later on in science. Probably science was not too badly considered by my children, if they’ll have children, to continued, not in astrophysics, but in some domain of science.;16;Family/Home Environment
What do you do in your free time?;Michel Mayor: My hobby, when I was young enough, I really loved climbing – high altitude sports, rock climbing, high altitude skiing and things like this. Evidently today, I like to continue hiking but no more climbing. But I still like to do downhill skiing, cross country skiing and things like that. I feel that when you are hiking, you have time to think on new ideas. I hope you spend some time just to admire the countryside, but also, I believe it’s the activity to walk. It’s very nice to have time to think, you have no e-mails, you have nothing. It’s good. I believe this is an important part of this kind of activity.;16;Free time
What fascinates you about the universe?;"Michel Mayor: If you are in a dark place, on a /- – -/ or the top of a mountain and you’re looking at the sky, it’s difficult to escape good questions. Still today, I’m really fond of astrophysics.
Like many people in the past, you ask, “What is this?” This is a good aspect of astrophysics. You always have the possibility, if you are away from light of dawn, to ask this kind of question. For example, when you are in Chile, the center of the Milky Way at some moment, it is just at the zenith of where you are observing. You have the Milky Way here, it’s absolutely fantastic to see this, because it’s much brighter than in the northern sky.";16;Motivation
How long do you think it will be before we detect life beyond Earth?;Michel Mayor: During the last 20-25 years, we have been lucky to explore all the diversity of the planetary system. Already today many colleagues are working on this specific new domain. Do we have such capabilities and possibilities to detect life? I’m quite sure that we know how to detect life. But we still do not have the good instrumentation to do it, but we have the path of how to do it. It’s a matter of years, money and maybe to have new, better ideas. I would say in one generation, it’s not for next year. It’s very difficult, but I’m quite confident. I don’t know the answer, but we will have the instrumentation to search and it’s good, it’s a good question. In science, it’s absolutely fantastic to still have extremely huge questions not solved. Cosmology, black holes, life in the universe, these are not details, so for young people, I believe it’s so nice to have huge questions still facing us.;16;Future Research
Could we live on these other exoplanets that have been found?;Michel Mayor: The question of the possibility for humanity to move to an extrasolar planet is a very important question for me. I’d like to stop this kind of dream. If you consider that man went to the moon in three days, light needs one second. Let’s consider that a very optimistic possibility is to have maybe one good planet. Good in the sense that we can have good conditions at 30 light years. 30 light years is really our neighbour. Nevertheless, approximately one billion light years, one millionth second for the light to go. One billion times three days is completely crazy, that’s millions of years. So, there’s no way to go. Some people say we can accelerate the spacecraft, no, the energy to accelerate is impossible. Our planet is alive, there is not another one. We don’t have the possibility to immigrate. I’m not discussing the solar system, but extrasolar planets are not a possibility to immigrate for humanity. And Earth is so beautiful – why?;16;Future Research
How special is Earth?;Michel Mayor: We are lacking the experience to compare another planet to ours. The only things we can say is that we have 200 billion stars in the Milky Way. If only one planetary system among 100 is convenient for a rocky planet it is still a big number. Let’s imagine how many planets in the universe are convenient for life. This is the next big question to search for. Not for very distant planets, but to analyse if life exists on much closer planets – and it is not going to these planets but just analyzing the luminosity and the spectra of these planets.;16;Meaning of Work
Where do you get your passion for science?;Didier Queloz: I think my passion for science may be something that I had in the blood early on, because I think I was born very curious. I’ve always been very curious. I believe I’ve always been very creative. I love to play and doing stuff and always very curious about understanding ‒ how does it work? When I was a kid, I used to break apart stuff just to understand how it works. Of course I was not able to bring it back. It was not something very nice sometimes for my mother. But I think I’m a born scientist, I’m very curious and very math gifted, so I went naturally into physics because that’s something I feel at ease and that’s something that was responding to my internal voice that maybe that’s something I should be doing.;17;Motivation
What do you like about science?;Didier Queloz: I can never stop asking myself, ”Why is that?” or ”How does it work?” and ”Why did we do that and not that?” I’m also curious about … It’s not about physics only, it can be about psychological patterns, about the way society works or the way the financial system works. I think I’m very eclectic, and it’s kind of a soft madness in a way that I always want to answer and obviously I very rarely got any answers, but I really want to answer. That does cause this kind of emotional drive or maybe even a bit obsessive drive that brought me to science.;17;Motivation
Was there a certain person that influenced you growing up?;Didier Queloz: I cannot identify a specific person that had a specific influence, but I have had a lot of people that may have played some role. First, I have a very supportive family, so I think this is essential. I don’t think if you are under stress and under threat in your family, it’s not possible to do that, you have to get a free mind. I can really do what I want, which is what I wanted, which was certainly a good starting point. I have had very interesting teachers sometimes because it was the seventies, new teaching in the seventies, a new PhD theory, so they were kind of funny teachers. Maybe it helped to develop some creativity in me. I cannot really say I have had amazing physics teachers, but I remember very well my mathematic teachers and I liked them very much, I mean they really brought me to mathematics and then I went to physics. I realised that there were a lot of cool topics that I didn’t know. I read a lot of books, some of the almost public oriented writers like Carl Sagan for example, was one of them. I got very thrilled by this and all this together was a nice music to my ear. They all together brought me to to become a physicist and then working on astrophysics.;17;Mentor(Role Models)
What was it like to work with your co-laureate Michel Mayor?;Didier Queloz: That’s the interesting aspect of working with Michel. I think I picked Michel because I think we are very similar in the way we operate, we’re very instinctive. We are kind of emotional and maybe we can say Michel is not very academic in that style, so it’s all by touch. It’s a bit like doing paintings. I cannot say something specific, but the whole touch paintings that you get by working with Michel ‒ bits here and bits there ‒ I think was amazingly useful. Still today, I just love being with Michel. I love listening to his perspective on things. He sometimes has an awkward perspective and I like it. I think we all need what I call a mentor, an inspiration. Michel was certainly a mentor to me. I learned a lot and he helped me at least to develop some skills, not directly but just by being with him and maybe having some discussions about something, and then they would help me to think in a different way and to develop other skills. I must say I’ve been very fortunate to work with Michel and I hope the same for him because I think the discovery was an amazing teamwork.;17;Creativity
What advice do you give to your students?;Didier Queloz: It’s always difficult to give advice to students, but usually the way I interact with my students is that I try to do what’s called “light touch supervision”. This means you are always there when they really feel under stress, because that’s why we are here really, to do a net. But it’s also up to them to find a way. You can show the way, we can suggest the way, but very quickly I try to promote this kind of spirit, let’s say an artistic spirit, that they try their own way to go through with what they’re doing. In a bit of a provocative way, if I try to translate that it’s, don’t listen to your supervisor, in a way. Do it as you feel. Of course, you should not apply that strictly speaking, but I think it’s part of this kind of light touch. That helps to develop confidence in yourself, that you can do something without being told that you can do it. It also helps you to listen and to try to grab the advice that is the one that fits you the most. I think to me that’s a perfect interaction you should have between a student and a supervisor, and that’s something that all students have to understand, they should really develop their own perspective on things. They should not be afraid to build confidence. Quite often I’m facing a lack of confidence. The confidence is a matter of our self respect and also self build up, and the best way to build up confidence is just to do the things, so do the thing. Don’t listen too much to your supervisor, listen to your guts.;17;Advice for young researchers
What do your students teach you?;Didier Queloz: The reason why I love working with students is that every day they teach me something. First, their brain is much more fresh than mine. They come with a very fresh perspective and sometimes bring new ideas. I got too spoiled because I know too much, which is bad if you want to be creative at some point. But they come with so much energy that is so wonderful. I just love working with students, PhD students and working teams. I think that makes my day really happy.;17;Advice for young researchers
You received a Nobel Prize for your PhD. How can someone follow in your footsteps?;"Didier Queloz: I was a PhD student, that’s true, but you know, in all discovery it’s a matter of luck, it’s a bit of a gamble. We have been lucky. We could have been scooped, other people could have found this before us. We have been lucky, we work right. I think the fact that I was a PhD student certainly played some role because I came up with maybe a fresh perspective. In another way, maybe that Michel would’ve done it, so this kind of teamwork that we had with someone way more experienced and somebody way more energetic and maybe more naive and creative in a way, was a terrific team. But there’s no rule, just do what you think.
When I was doing that, I never thought about a Nobel Prize at all. I just thought it was cool, what I was doing, because I just loved it. I was doing something new. I was pushing the boundary of the knowledge, and it was great because we were doing this work. We were excited about what we were talking and discovering and announcing to the world, but at no point, I thought I would build a career and have a Nobel Prize. So I think it doesn’t really matter if you’re a PhD or if you are a junior scientist, just do it because you believe you have to do it and just have fun when you’re doing it.";17;Impact of the Nobel on you
How did you discover that you had been awarded the Nobel Prize?;Didier Queloz: Oh, my day was really awful. I had a problem with my bike and I had to fix my bike and I was late and the day was starting really on the wrong foot. Then it turned completely in another direction after this phone call. Not from the Nobel committee, actually, they failed to reach me, but by the PR office of Cambridge, because I was at Cambridge, they called me and told me after the announcement, because I was not at all looking at that, I was in the middle of a meeting. I was really … The Nobel Prize was the last of my worries, and they told me, “Are you aware that you got the Nobel Prize?” At first I thought it was a joke, and then I realised it was the 8th of October and I said, “Are you sure?” I was not so convinced, in the way I asked them, “Are you sure?” For a moment, they said, “Oh, just wait for a minute, we’re checking,” and they came back. “Oh yes, that’s you, we see your face.” “Okay,” I said, “Oh, my god”, then I lost track of the day. They asked me what I would do with the prize, and I was so annoyed with this bike, I said, “I’m going to buy a new bike”. That definitely is in the plan, so I’m looking for buying a new bike.;17;Impact of Nobel prize on you
